country_name_short,election_type,election_date,country_name,subcategory,date
SWE,parliament,1948-09-19,Sweden,parliament,1948-09-19
SWE,parliament,1952-09-21,Sweden,parliament,1952-09-21
SWE,parliament,1956-09-16,Sweden,parliament,1956-09-16
SWE,parliament,1958-06-01,Sweden,parliament,1958-06-01
SWE,parliament,1960-09-18,Sweden,parliament,1960-09-18
SWE,parliament,1964-09-20,Sweden,parliament,1964-09-20
SWE,parliament,1968-09-15,Sweden,parliament,1968-09-15
SWE,parliament,1970-09-20,Sweden,parliament,1970-09-20
SWE,parliament,1973-09-16,Sweden,parliament,1973-09-16
SWE,parliament,1976-09-19,Sweden,parliament,1976-09-19
SWE,parliament,1979-09-16,Sweden,parliament,1979-09-16
SWE,parliament,1982-09-19,Sweden,parliament,1982-09-19
SWE,parliament,1985-09-15,Sweden,parliament,1985-09-15
SWE,parliament,1988-09-18,Sweden,parliament,1988-09-18
SWE,parliament,1991-09-15,Sweden,parliament,1991-09-15
SWE,parliament,1994-09-18,Sweden,parliament,1994-09-18
SWE,parliament,1998-09-20,Sweden,parliament,1998-09-20
SWE,parliament,2002-09-15,Sweden,parliament,2002-09-15
SWE,parliament,2006-09-17,Sweden,parliament,2006-09-17
SWE,parliament,2010-09-19,Sweden,parliament,2010-09-19
SWE,parliament,2014-09-14,Sweden,parliament,2014-09-14
SWE,parliament,2018-09-09,Sweden,parliament,2018-09-09
TUR,parliament,1983-11-06,Turkey,parliament,1983-11-06
TUR,parliament,1987-10-29,Turkey,parliament,1987-10-29
TUR,parliament,1991-10-20,Turkey,parliament,1991-10-20
TUR,parliament,1995-12-24,Turkey,parliament,1995-12-24
TUR,parliament,1999-04-18,Turkey,parliament,1999-04-18
TUR,parliament,2002-11-03,Turkey,parliament,2002-11-03
TUR,parliament,2007-07-22,Turkey,parliament,2007-07-22
TUR,parliament,2011-06-12,Turkey,parliament,2011-06-12
TUR,parliament,2015-06-07,Turkey,parliament,2015-06-07
TUR,parliament,2015-11-01,Turkey,parliament,2015-11-01
TUR,parliament,2018-06-24,Turkey,parliament,2018-06-24
